step_time,reward,all_wait,max_wait,emergy_wait,all_wait_per_lane_ave,ave_wait
690.0,-157.70000000000005,1432.7,90.8,0,21.820454545454545,26.53
700.0,-77.09999999999991,1509.8,100.8,0,58.38840909090909,27.96
710.0,209.29999999999995,1300.5,82.6,0,34.356249999999996,22.82
720.0,-156.0,1456.5,92.6,0,68.88152777777778,28.56
730.0,-122.5,1579.0,102.6,0,45.767083333333325,25.89
740.0,1.5,1577.5,112.6,0,63.43833333333333,28.17
750.0,183.70000000000005,1393.8,89.8,0,41.58506944444444,22.12
760.0,-391.10000000000014,1784.9,99.8,0,67.16136363636363,28.79
770.0,-32.09999999999991,1817.0,101.6,0,49.58902777777778,27.53
780.0,-508.5,2325.5,111.6,0,76.88414215686274,35.23
790.0,-107.59999999999991,2433.1,121.6,0,36.02222222222222,36.87
800.0,-445.8000000000002,2878.9,131.6,0,89.17256944444443,44.98
810.0,-470.2999999999997,3349.2,141.6,0,64.84296918767507,49.99
820.0,-253.4000000000001,3602.6,151.6,0,104.8453869047619,57.18
830.0,153.5,3449.1,161.6,0,65.11151960784314,55.63
840.0,358.1999999999998,3090.9,171.6,0,94.08270833333333,57.24
850.0,-330.0,3420.9,181.6,0,53.67676470588236,57.98
860.0,-75.5,3496.4,191.6,0,100.84583333333333,67.24
870.0,-387.1999999999998,3883.6,201.6,0,90.79957074175825,66.96
880.0,-448.2999999999997,4331.9,211.6,0,116.76151785714285,73.42
890.0,876.2999999999997,3455.6,173.4,0,104.23886904761905,58.57
900.0,1134.0,2321.6,150.9,0,94.68676948051949,42.99
910.0,-231.5999999999999,2553.2,160.9,0,68.05440705128206,38.11
920.0,-106.10000000000036,2659.3,170.9,0,93.07722222222222,45.07
930.0,-338.1999999999998,2997.5,180.9,0,73.63482142857143,52.59
940.0,-142.0999999999999,3139.6,190.9,0,95.7526587995338,51.47
950.0,-399.8000000000002,3539.4,200.9,0,74.3261507936508,54.45
960.0,-26.59999999999991,3566.0,210.9,0,117.55927579365081,59.43
970.0,870.9000000000001,2695.1,214.3,0,65.56570616883117,41.46
980.0,269.7999999999997,2425.3,224.3,0,80.16126373626373,40.42
990.0,435.4000000000001,1989.9,233.8,0,54.76638257575757,34.31
1000.0,115.70000000000005,1874.2,243.8,0,78.17003205128205,31.77
1010.0,-155.5999999999999,2029.8,253.8,0,42.12708333333333,33.28
1020.0,-20.000000000000227,2049.8,263.8,0,76.82760989010988,34.74
1030.0,389.2000000000003,1660.6,80.8,0,49.06259157509158,27.68
1040.0,-282.9000000000001,1943.5,90.8,0,75.7826388888889,33.51
1050.0,61.799999999999955,1881.7,89.2,0,57.907916666666665,31.36
1060.0,68.20000000000005,1813.5,98.0,0,71.53333333333333,31.82
1070.0,-321.5,2135.0,108.0,0,44.42486888111888,36.19
1080.0,-95.19999999999982,2230.2,112.5,0,78.78535353535354,39.82
1090.0,-59.20000000000027,2289.4,122.5,0,39.45629370629371,38.8
1100.0,-382.5999999999999,2672.0,132.5,0,78.75975274725275,43.1
1110.0,-347.1999999999998,3019.2,142.5,0,51.72503205128206,48.7
1120.0,86.0,2933.2,152.5,0,83.05378787878789,48.09
1130.0,571.3999999999996,2361.8,142.6,0,60.19751082251083,35.78
1140.0,28.800000000000182,2333.0,152.6,0,77.37684648684649,38.25
1150.0,-4.699999999999818,2337.7,162.6,0,63.35958333333333,36.53
1160.0,-256.9000000000001,2594.6,172.6,0,72.88011904761903,38.73
1170.0,-232.9000000000001,2827.5,182.6,0,28.252948717948712,43.5
1180.0,676.3000000000002,2151.2,161.5,0,68.43292748917749,36.46
1190.0,-313.8000000000002,2465.0,171.5,0,31.36001082251082,37.35
1200.0,320.0999999999999,2144.9,152.2,0,71.36991341991342,34.05
1210.0,-5.599999999999909,2150.5,162.2,0,40.13086538461538,34.69
1220.0,38.40000000000009,2112.1,172.2,0,67.60581293706295,35.8
1230.0,179.5,1932.6,131.6,0,42.07148268398268,32.21
1240.0,-391.9000000000001,2324.5,141.6,0,74.9583062770563,38.11
1250.0,312.4000000000001,2012.1,121.5,0,46.01358974358975,32.45
1260.0,-358.4000000000001,2370.5,131.5,0,74.28846153846153,34.36
1270.0,-124.30000000000018,2494.8,141.5,0,29.45944055944056,38.38
1280.0,-400.7999999999997,2895.6,151.5,0,78.97880608974359,49.08
1290.0,-319.3000000000002,3214.9,161.5,0,35.25657051282052,52.7
1300.0,364.8000000000002,2850.1,167.8,0,80.99375,49.14
1310.0,658.4000000000001,2191.7,154.9,0,30.33506493506493,33.21
1320.0,-149.10000000000036,2340.8,164.9,0,69.45923076923077,34.42
1330.0,-371.0,2711.8,174.9,0,32.74695512820513,38.74
1340.0,-509.7999999999997,3221.6,184.9,0,86.74544986263737,46.69
1350.0,-216.5,3438.1,194.9,0,81.9358653846154,51.31
1360.0,495.0999999999999,2943.0,161.8,0,87.25520590520591,48.25
1370.0,394.0,2549.0,171.8,0,51.79331501831501,42.48
1380.0,629.8,1919.2,165.6,0,73.70916666666668,29.53
1390.0,736.1000000000001,1183.1,80.6,0,48.55572261072261,17.66
1400.0,-76.30000000000018,1259.4,71.4,0,52.21341575091575,18.52
1410.0,-485.6999999999998,1745.1,81.4,0,30.17782051282051,24.93
1420.0,-214.5,1959.6,91.4,0,69.57596153846154,31.1
1430.0,-121.59999999999991,2081.2,101.4,0,32.05469696969697,32.52
1440.0,46.19999999999982,2035.0,111.4,0,76.89325091575091,29.49
1450.0,185.4000000000001,1849.6,86.9,0,42.14615384615385,25.34
1460.0,-402.5999999999999,2252.2,96.9,0,72.76708333333333,32.64
1470.0,-530.5,2782.7,106.9,0,40.899358974358975,40.33
1480.0,265.0,2517.7,116.9,0,83.25438311688312,38.73
1490.0,-94.90000000000009,2612.6,126.9,0,74.74003787878789,38.42
1500.0,31.40000000000009,2581.2,136.9,0,83.8246212121212,39.71
1510.0,-368.7000000000003,2949.9,146.9,0,21.126442307692304,45.38
1520.0,-436.1999999999998,3386.1,156.9,0,101.78069264069264,56.43
1530.0,-203.20000000000027,3589.3,166.9,0,80.99794871794872,52.78
1540.0,-199.5999999999999,3788.9,176.9,0,104.74884865134865,66.47
1550.0,-457.0999999999999,4246.0,186.9,0,24.489880952380958,66.34
1560.0,511.9000000000001,3734.1,196.9,0,115.56916666666666,66.68
1570.0,900.4000000000001,2833.7,206.9,0,49.519222027972035,46.45
1580.0,-69.20000000000027,2902.9,216.9,0,87.03181235431235,49.2
1590.0,-151.0999999999999,3054.0,226.9,0,6.980681818181817,50.9
1600.0,796.8000000000002,2257.2,182.8,0,82.70811660561661,34.73
1610.0,-7.0,2264.2,192.8,0,26.173333333333332,36.52
1620.0,-339.7000000000003,2603.9,202.8,0,72.01964285714286,42.69
1630.0,623.3000000000002,1980.6,180.3,0,37.65557692307692,33.01
1640.0,-439.7000000000003,2420.3,190.3,0,73.18122294372293,39.04
1650.0,-145.79999999999973,2566.1,200.3,0,63.210014568764564,38.88
1660.0,112.09999999999991,2454.0,210.3,0,84.27465367965368,43.82
1670.0,-16.09999999999991,2470.1,135.0,0,41.13743589743589,39.21
1680.0,-368.5,2838.6,145.0,0,83.34833333333334,43.67
1690.0,-237.5999999999999,3076.2,155.0,0,54.65791666666668,50.43
1700.0,-35.70000000000027,3111.9,165.0,0,97.92666666666668,53.65
1710.0,-358.2999999999997,3470.2,175.0,0,65.97535714285715,52.58
1720.0,51.79999999999973,3418.4,185.0,0,91.18115384615385,53.41
1730.0,-235.29999999999973,3653.7,195.0,0,52.853181818181824,58.93
1740.0,633.7999999999997,3019.9,173.1,0,105.37291666666667,52.07
1750.0,-116.59999999999991,3136.5,183.1,0,57.80662202380953,45.46
1760.0,-182.4000000000001,3318.9,193.1,0,95.9355373792874,53.53
1770.0,-504.4000000000001,3823.3,203.1,0,56.167857142857144,57.93
1780.0,776.2000000000003,3047.1,209.3,0,93.56899038461538,48.37
1790.0,-473.5999999999999,3520.7,219.3,0,39.346346153846156,48.23
1800.0,661.2999999999997,2859.4,131.6,0,86.84301282051283,45.39
1810.0,-44.79999999999973,2904.2,141.6,0,48.36444597069598,43.35
1820.0,-207.30000000000018,3111.5,151.6,0,81.48467948717948,50.19
1830.0,-103.19999999999982,3214.7,161.6,0,48.37186507936507,51.85
1840.0,598.2999999999997,2616.4,171.6,0,87.52746212121212,41.53
1850.0,918.2,1698.2,138.5,0,44.25283653846154,27.39
1860.0,-198.0,1896.2,143.2,0,66.61733682983683,29.63
1870.0,-126.09999999999991,2022.3,153.2,0,7.789583333333335,32.1
1880.0,-339.39999999999986,2361.7,163.2,0,71.01844405594404,40.72
1890.0,-428.3000000000002,2790.0,173.2,0,32.412179487179486,47.29
1900.0,370.6999999999998,2419.3,183.2,0,77.48064102564103,43.2
1910.0,328.0,2091.3,172.8,0,25.87708333333333,33.2
1920.0,394.0000000000002,1697.3,165.8,0,67.77233974358974,26.52
1930.0,168.5,1528.8,115.1,0,58.420189393939395,23.52
1940.0,-138.20000000000005,1667.0,125.1,0,63.705418747918756,26.89
1950.0,-374.0,2041.0,135.1,0,22.019805194805194,34.02
1960.0,-621.1999999999998,2662.2,145.1,0,82.2892803030303,42.94
1970.0,-59.90000000000009,2722.1,155.1,0,37.34471590909091,46.93
1980.0,6.199999999999818,2715.9,165.1,0,88.90480519480518,44.52
1990.0,-297.4000000000001,3013.3,175.1,0,38.063257575757575,42.44
2000.0,235.5,2777.8,185.1,0,78.85624125874126,42.74
2010.0,-484.7999999999997,3262.6,195.1,0,0.0,48.7
2020.0,-184.4000000000001,3447.0,205.1,0,83.38943722943722,54.71
2030.0,-395.0999999999999,3842.1,215.1,0,50.386818181818185,58.21
2040.0,-281.5999999999999,4123.7,225.1,0,96.7075974025974,65.46
2050.0,500.39999999999964,3623.3,235.1,0,45.26305555555555,56.61
2060.0,-48.0,3671.3,245.1,0,90.08053571428572,53.99
2070.0,-205.0,3876.3,255.1,0,36.534038461538465,57.86
2080.0,-217.19999999999982,4093.5,265.1,0,96.6908424908425,63.96
2090.0,-396.39999999999964,4489.9,275.1,0,42.06309523809523,66.03
2100.0,-420.40000000000055,4910.3,285.1,0,113.67521978021976,76.72
2110.0,-417.5,5327.8,295.1,0,52.1325,80.72
2120.0,1233.7000000000003,4094.1,208.0,0,99.78624999999998,66.03
2130.0,-300.9000000000001,4395.0,218.0,0,0.0,64.63
2140.0,-432.5,4827.5,228.0,0,109.13733630952382,69.96
2150.0,469.1999999999998,4358.3,234.5,0,65.42758547008546,65.05
2160.0,1318.8000000000002,3039.5,244.5,0,96.46344696969697,47.49
2170.0,285.3000000000002,2754.2,254.5,0,11.305833333333336,39.92
2180.0,884.8999999999999,1869.3,185.4,0,75.00038461538462,28.76
2190.0,-185.20000000000005,2054.5,195.4,0,65.85744047619048,27.39
2200.0,-28.40000000000009,2082.9,111.0,0,82.33490155677656,31.09
2210.0,-188.29999999999973,2271.2,121.0,0,52.022825091575086,31.11
2220.0,-33.20000000000027,2304.4,131.0,0,88.08521825396825,32.92
2230.0,-351.2999999999997,2655.7,141.0,0,45.83664772727273,36.88
2240.0,-231.9000000000001,2887.6,151.0,0,88.45500000000001,42.46
2250.0,120.29999999999973,2767.3,161.0,0,52.1404326923077,38.43
2260.0,179.80000000000018,2587.5,171.0,0,84.03902243589744,37.5
2270.0,-18.40000000000009,2605.9,181.0,0,39.75735576923077,37.23
2280.0,-303.7999999999997,2909.7,191.0,0,101.30576388888889,39.86
2290.0,-78.30000000000018,2988.0,201.0,0,69.6201609848485,38.81
2300.0,-251.69999999999982,3239.7,211.0,0,107.54684343434343,44.38
2310.0,751.0999999999999,2488.6,161.5,0,50.62594322344323,30.72
2320.0,-234.5999999999999,2723.2,171.5,0,91.1574068986569,36.8
2330.0,-113.40000000000009,2836.6,181.5,0,60.33611111111111,36.37
2340.0,-116.20000000000027,2952.8,191.5,0,97.20185606060606,36.45
2350.0,-131.19999999999982,3084.0,201.5,0,42.23598484848485,36.71
2360.0,347.8000000000002,2736.2,151.2,0,87.52253163503161,32.97
2370.0,-364.8000000000002,3101.0,161.2,0,11.623579545454543,38.76
2380.0,25.800000000000182,3075.2,150.6,0,93.91047077922079,38.93
2390.0,205.5999999999999,2869.6,120.9,0,59.33642857142858,35.0
2400.0,-311.0,3180.6,130.9,0,97.18240675990677,44.18
2410.0,-356.7000000000003,3537.3,140.9,0,50.49942307692308,51.27
2420.0,-13.899999999999636,3551.2,150.9,0,100.0369826007326,56.37
2430.0,393.6999999999998,3157.5,156.2,0,54.43138888888889,52.62
2440.0,421.0,2736.5,131.7,0,94.6648717948718,45.61
2450.0,360.8000000000002,2375.7,141.7,0,75.8118006993007,37.12
2460.0,358.2999999999997,2017.4,151.7,0,80.12837787212787,31.04
2470.0,109.80000000000018,1907.6,161.7,0,61.13386217948718,25.43
2480.0,-248.0999999999999,2155.7,171.7,0,71.93697552447553,32.66
2490.0,-496.7000000000003,2652.4,181.7,0,48.787179487179486,39.59
2500.0,-56.5,2708.9,191.7,0,76.64986263736263,43.0
2510.0,-471.9000000000001,3180.8,201.7,0,71.31560897435898,48.19
2520.0,-171.29999999999973,3352.1,211.7,0,85.65860805860805,55.87
2530.0,-406.4000000000001,3758.5,221.7,0,64.52451923076923,60.62
2540.0,350.0,3408.5,231.7,0,101.59463869463869,61.97
2550.0,1126.9,2281.6,180.7,0,49.01805555555555,42.25
2560.0,-194.20000000000027,2475.8,190.7,0,72.97552655677654,41.26
2570.0,-429.5,2905.3,200.7,0,35.82541666666667,44.7
2580.0,-249.29999999999973,3154.6,210.7,0,83.06220238095239,52.58
2590.0,-426.0,3580.6,220.7,0,14.57916666666667,59.68
2600.0,518.2999999999997,3062.3,154.5,0,88.38524572649573,51.04
2610.0,501.0,2561.3,156.2,0,40.08958333333334,45.74
2620.0,606.0000000000002,1955.3,153.3,0,70.15416666666667,31.54
2630.0,-209.79999999999995,2165.1,163.3,0,39.75611888111888,36.08
2640.0,-443.2000000000003,2608.3,173.3,0,78.24012445887445,41.4
2650.0,-243.5,2851.8,183.3,0,47.74807692307692,48.34
2660.0,11.100000000000364,2840.7,193.3,0,84.89946969696969,50.73
2670.0,336.2999999999997,2504.4,203.3,0,35.92051282051282,38.53
2680.0,532.4000000000001,1972.0,213.3,0,71.93724358974359,34.6
2690.0,472.9000000000001,1499.1,129.3,0,32.76078869047619,21.11
2700.0,-169.70000000000005,1668.8,139.3,0,59.424358974358974,26.92
2710.0,-140.4000000000001,1809.2,149.3,0,30.1692032967033,28.27
2720.0,-377.29999999999995,2186.5,159.3,0,65.22301282051282,34.71
2730.0,83.19999999999982,2103.3,169.3,0,25.408846153846156,34.48
2740.0,-182.69999999999982,2286.0,179.3,0,69.4588141025641,38.75
2750.0,-335.9000000000001,2621.9,189.3,0,25.93733974358974,42.29
2760.0,461.7000000000003,2160.2,110.3,0,71.38856421356421,40.0
2770.0,321.89999999999986,1838.3,120.3,0,54.98159451659451,32.83
2780.0,300.0999999999999,1538.2,130.3,0,66.71344211344211,25.22
2790.0,-123.29999999999995,1661.5,140.3,0,41.548809523809524,25.17
2800.0,-174.0,1835.5,150.3,0,55.32976190476191,29.6
2810.0,-403.9000000000001,2239.4,160.3,0,35.63820512820513,34.99
2820.0,-432.7999999999997,2672.2,170.3,0,74.27516025641026,43.1
2830.0,170.5999999999999,2501.6,180.3,0,43.34913003663004,37.34
2840.0,222.19999999999982,2279.4,190.3,0,81.27019230769231,37.37
2850.0,-178.0,2457.4,200.3,0,0.0,38.4
2860.0,286.5,2170.9,210.3,0,72.51069444444445,35.59
2870.0,-23.199999999999818,2194.1,220.3,0,47.716458333333335,35.39
2880.0,-158.30000000000018,2352.4,230.3,0,79.53161706349206,37.94
2890.0,488.0,1864.4,109.5,0,32.047916666666666,26.63
2900.0,-337.4000000000001,2201.8,119.5,0,82.57862012987013,31.45
2910.0,64.40000000000009,2137.4,129.5,0,50.4227815934066,28.12
2920.0,-36.90000000000009,2174.3,132.0,0,83.26217261904762,29.38
2930.0,220.60000000000014,1953.7,80.7,0,51.670549450549444,27.13
2940.0,-355.29999999999995,2309.0,90.7,0,86.78513111888113,33.46
2950.0,-131.19999999999982,2440.2,100.5,0,53.26046245421245,34.37
2960.0,7.699999999999818,2432.5,83.9,0,81.17591575091575,37.42
2970.0,77.40000000000009,2355.1,90.4,0,58.905138888888885,37.99
2980.0,10.099999999999909,2345.0,100.4,0,76.26011141636141,36.08
2990.0,45.09999999999991,2299.9,110.4,0,53.015912698412706,36.51
3000.0,-110.19999999999982,2410.1,120.4,0,76.51250582750583,40.17
3010.0,-174.5999999999999,2584.7,130.4,0,26.928939393939395,43.08
3020.0,-318.10000000000036,2902.8,140.4,0,79.99329004329005,50.93
3030.0,143.60000000000036,2759.2,150.4,0,34.14277777777778,49.27
3040.0,-403.9000000000001,3163.1,160.4,0,90.31011904761904,53.61
3050.0,-310.4000000000001,3473.5,170.4,0,34.937121212121205,56.94
3060.0,773.9000000000001,2699.6,166.2,0,89.85149711399711,49.08
3070.0,-92.20000000000027,2791.8,176.2,0,17.708333333333332,45.03
3080.0,-252.29999999999973,3044.1,186.2,0,83.14848901098901,53.41
3090.0,-456.7000000000003,3500.8,196.2,0,33.344791666666666,52.25
3100.0,-126.39999999999964,3627.2,206.2,0,93.53693564605328,57.57
3110.0,677.5,2949.7,186.4,0,27.719871794871793,45.38
3120.0,488.1999999999998,2461.5,190.0,0,82.92662878787878,39.07
3130.0,659.5,1802.0,155.9,0,46.404264705882355,27.72
3140.0,-321.9000000000001,2123.9,165.9,0,69.04322916666666,31.23
3150.0,403.5,1720.4,102.2,0,29.813333333333336,26.47
3160.0,64.10000000000014,1656.3,112.2,0,67.13497863247864,25.88
3170.0,-110.40000000000009,1766.7,122.2,0,33.509807692307696,25.24
3180.0,42.700000000000045,1724.0,132.2,0,68.76757575757574,26.94
3190.0,-214.5999999999999,1938.6,142.2,0,33.8625,29.82
3200.0,-285.4000000000001,2224.0,152.2,0,71.05026556776556,32.71
3210.0,59.09999999999991,2164.9,162.2,0,44.40078671328672,33.31
3220.0,-81.90000000000009,2246.8,172.2,0,71.64737248046072,35.66
3230.0,13.100000000000364,2233.7,182.2,0,43.34825174825175,32.85
3240.0,-305.5,2539.2,192.2,0,73.14961538461539,37.34
3250.0,-376.5,2915.7,202.2,0,49.36394230769231,43.52
3260.0,173.29999999999973,2742.4,212.2,0,83.8193308080808,45.71
3270.0,398.2000000000003,2344.2,115.6,0,32.03723484848484,36.63
3280.0,-419.8000000000002,2764.0,125.6,0,83.67393315018316,40.65
3290.0,85.69999999999982,2678.3,135.6,0,56.023809523809526,39.97
3300.0,199.5,2478.8,145.6,0,81.86236346986347,39.98
3310.0,292.8000000000002,2186.0,133.5,0,44.98730158730159,35.26
3320.0,275.29999999999995,1910.7,125.6,0,77.56640442890443,29.85
3330.0,-119.59999999999991,2030.3,135.6,0,25.92384615384615,30.3
3340.0,-58.50000000000023,2088.8,108.7,0,71.31875,34.24
3350.0,85.20000000000027,2003.6,104.3,0,13.018181818181818,29.9
3360.0,314.0999999999999,1689.5,112.4,0,69.27874708624708,27.25
3370.0,-266.4000000000001,1955.9,122.4,0,42.19761904761904,29.63
3380.0,145.5,1810.4,76.2,0,73.03531468531469,28.29
3390.0,130.30000000000018,1680.1,82.0,0,50.1114898989899,25.46
3400.0,-1.7000000000000455,1681.8,92.0,0,68.94632867132867,27.13
3410.0,-373.39999999999986,2055.2,102.0,0,45.699707792207796,30.22
3420.0,-424.2000000000003,2479.4,112.0,0,78.83954212454212,37.57
3430.0,-28.09999999999991,2507.5,122.0,0,32.803333333333335,37.99
3440.0,107.90000000000009,2399.6,132.0,0,77.91107142857143,38.7
3450.0,107.5,2292.1,142.0,0,31.799861111111113,33.71
3460.0,-243.5999999999999,2535.7,152.0,0,74.26708333333333,37.85
3470.0,-106.70000000000027,2642.4,162.0,0,41.221428571428575,42.62
3480.0,-324.5,2966.9,172.0,0,77.57215201465202,49.45
3490.0,620.8000000000002,2346.1,153.4,0,46.75113636363636,41.89
3500.0,99.29999999999973,2246.8,163.4,0,78.24185606060607,38.08
3510.0,-99.19999999999982,2346.0,173.4,0,14.975000000000003,37.24
3520.0,-39.90000000000009,2385.9,183.4,0,71.58913461538464,37.28
3530.0,-244.0,2629.9,193.4,0,30.55010416666667,39.25
3540.0,744.0,1885.9,162.9,0,63.32476190476191,31.43
3550.0,-275.0,2160.9,172.9,0,24.31875,34.85
3560.0,-150.4000000000001,2311.3,182.9,0,63.931840659340665,37.28
3570.0,-398.2999999999997,2709.6,192.9,0,46.48060897435898,45.16
3580.0,104.29999999999973,2605.3,202.9,0,77.38327922077923,44.16
3590.0,188.70000000000027,2416.6,212.9,0,29.27538461538462,41.67
3600.0,-171.80000000000018,2588.4,222.9,0,74.86701007326006,41.75
3610.0,-302.0999999999999,2890.5,232.9,0,0.0,56.68
