step_time,reward,all_wait,max_wait,emergy_wait,all_wait_per_lane_ave,ave_wait
920.0,110.20000000000005,1404.6,72.0,0,69.55111832611833,27.01
930.0,115.5,1289.1,81.7,0,55.00546717171718,24.79
940.0,-50.700000000000045,1339.8,59.1,0,64.79776515151515,27.91
950.0,-175.9000000000001,1515.7,69.1,0,40.69025974025974,28.6
960.0,-342.5999999999999,1858.3,79.1,0,67.49413364413364,35.06
970.0,127.39999999999986,1730.9,82.4,0,57.67236111111111,32.05
980.0,352.20000000000005,1378.7,92.4,0,64.74185606060607,27.57
990.0,-95.29999999999995,1474.0,102.4,0,46.220643939393945,34.28
1000.0,-328.0,1802.0,112.4,0,80.12007575757576,40.04
1010.0,52.5,1749.5,122.4,0,62.91333333333333,38.88
1020.0,-340.1999999999998,2089.7,132.4,0,80.15738636363636,45.43
1030.0,535.8999999999999,1553.8,112.9,0,62.974999999999994,31.08
1040.0,-372.29999999999995,1926.1,122.9,0,77.37958333333333,36.34
1050.0,-314.0999999999999,2240.2,132.9,0,59.64047619047618,40.73
1060.0,37.5,2202.7,142.9,0,76.63846153846154,40.79
1070.0,-408.2000000000003,2610.9,152.9,0,68.54609279609281,44.25
1080.0,599.6000000000001,2011.3,122.5,0,75.47375,35.29
1090.0,-259.0000000000002,2270.3,132.5,0,63.92758241758242,35.47
1100.0,101.5,2168.8,142.5,0,80.4233630952381,36.15
1110.0,173.70000000000027,1995.1,152.5,0,54.16064102564103,34.4
1120.0,-416.2000000000003,2411.3,162.5,0,81.45544871794873,43.06
1130.0,164.10000000000036,2247.2,172.5,0,65.6777380952381,38.74
1140.0,-412.0,2659.2,182.5,0,83.15535714285714,45.85
1150.0,-400.2000000000003,3059.4,192.5,0,39.97950549450549,52.75
1160.0,-70.09999999999991,3129.5,202.5,0,86.4558092948718,56.9
1170.0,45.0,3084.5,212.5,0,46.255357142857136,54.11
1180.0,149.30000000000018,2935.2,222.5,0,91.97023809523809,63.81
1190.0,-202.20000000000027,3137.4,232.5,0,34.32211538461539,65.36
1200.0,-77.19999999999982,3214.6,242.5,0,87.72440476190476,76.54
1210.0,-156.70000000000027,3371.3,252.5,0,39.78958333333334,82.23
1220.0,-195.39999999999964,3566.7,262.5,0,95.64940476190478,84.92
1230.0,1306.7999999999997,2259.9,250.8,0,64.9080808080808,52.56
1240.0,-153.0,2412.9,260.8,0,81.58747835497837,51.34
1250.0,823.2,1589.7,172.7,0,41.88257575757576,32.44
1260.0,-57.700000000000045,1647.4,182.7,0,70.02791666666667,32.95
1270.0,430.8000000000002,1216.6,178.2,0,39.99257575757576,23.85
1280.0,-225.70000000000005,1442.3,188.2,0,72.14984848484848,29.43
1290.0,92.0,1350.3,198.2,0,53.615064102564105,26.48
1300.0,52.399999999999864,1297.9,71.0,0,70.27749999999999,27.04
1310.0,78.70000000000005,1219.2,81.0,0,41.611616161616155,22.17
1320.0,-215.5,1434.7,91.0,0,73.93371794871794,23.91
1330.0,-175.89999999999986,1610.6,101.0,0,51.385378787878786,26.4
1340.0,-248.10000000000014,1858.7,111.0,0,82.56577380952382,32.05
1350.0,-155.79999999999995,2014.5,121.0,0,57.85160714285714,34.73
1360.0,34.700000000000045,1979.8,131.0,0,82.57074675324675,32.46
1370.0,270.89999999999986,1708.9,81.2,0,47.52172619047619,28.48
1380.0,-112.29999999999995,1821.2,91.2,0,86.51964285714286,31.95
1390.0,61.600000000000136,1759.6,80.6,0,32.36304487179487,29.33
1400.0,-136.20000000000005,1895.8,85.5,0,72.36736111111111,31.6
1410.0,29.09999999999991,1866.7,91.7,0,54.67676767676768,33.94
1420.0,-14.700000000000045,1881.4,101.7,0,79.25960227272728,31.36
1430.0,-180.4000000000001,2061.8,111.7,0,44.26625000000001,33.8
1440.0,-238.5999999999999,2300.4,121.7,0,79.27416666666667,37.71
1450.0,-389.5,2689.9,131.7,0,70.92644230769233,38.98
1460.0,21.90000000000009,2668.0,141.7,0,79.24184981684981,40.42
1470.0,-143.30000000000018,2811.3,151.7,0,69.76071428571429,42.6
1480.0,-34.5,2845.8,161.7,0,90.564010989011,49.93
1490.0,-95.79999999999973,2941.6,171.7,0,81.19589285714285,60.03
1500.0,-2.300000000000182,2943.9,181.7,0,89.18333333333334,60.08
1510.0,-221.5,3165.4,191.7,0,9.706249999999999,65.95
1520.0,-178.0,3343.4,201.7,0,94.47266483516484,77.75
1530.0,-325.0999999999999,3668.5,211.7,0,6.941666666666666,79.75
1540.0,1071.4,2597.1,192.4,0,90.5221590909091,56.46
1550.0,168.69999999999982,2428.4,202.4,0,40.1873076923077,50.59
1560.0,89.40000000000009,2339.0,212.4,0,79.48798076923077,47.73
1570.0,-364.5,2703.5,222.4,0,43.89788961038961,53.01
1580.0,-140.0,2843.5,232.4,0,80.94744318181819,56.87
1590.0,66.90000000000009,2776.6,242.4,0,36.41098484848486,60.36
1600.0,53.19999999999982,2723.4,252.4,0,82.44765151515152,64.84
1610.0,1240.3000000000002,1483.1,229.7,0,27.697222222222223,35.31
1620.0,-193.0,1676.1,239.7,0,64.7726893939394,36.44
1630.0,-24.100000000000136,1700.2,249.7,0,29.632045454545455,38.64
1640.0,-306.79999999999995,2007.0,259.7,0,66.40633116883117,45.61
1650.0,-313.8000000000002,2320.8,269.7,0,33.13324175824176,49.38
1660.0,-25.0,2345.8,279.7,0,81.85333333333332,55.85
1670.0,-76.5,2422.3,289.7,0,40.73461538461539,63.74
1680.0,-233.0999999999999,2655.4,299.7,0,88.49869047619049,64.77
1690.0,-300.1999999999998,2955.6,309.7,0,81.36714743589744,62.89
1700.0,1018.6999999999998,1936.9,162.6,0,88.3184659090909,43.04
1710.0,742.3000000000002,1194.6,161.7,0,58.87340909090909,24.38
1720.0,-117.10000000000014,1311.7,171.7,0,67.245,25.72
1730.0,96.5,1215.2,181.7,0,56.04862179487179,24.8
1740.0,-22.0,1237.2,191.7,0,61.211217948717945,26.32
1750.0,-142.20000000000005,1379.4,201.7,0,34.57208333333334,29.35
1760.0,-335.5,1714.9,211.7,0,67.55684523809525,35.0
1770.0,-167.0,1881.9,221.7,0,17.475,36.9
1780.0,-402.6999999999998,2284.6,231.7,0,74.62375992063492,44.8
1790.0,-30.90000000000009,2315.5,241.7,0,67.56205128205129,44.53
1800.0,-224.0999999999999,2539.6,251.7,0,81.02291666666666,50.79
1810.0,415.0,2124.6,106.2,0,72.17256944444445,41.66
1820.0,-205.20000000000027,2329.8,116.2,0,74.95847222222221,42.36
1830.0,-278.89999999999964,2608.7,126.2,0,43.41928571428571,47.43
1840.0,400.6999999999998,2208.0,132.2,0,80.10083333333333,43.29
1850.0,-303.0999999999999,2511.1,142.2,0,48.827462121212115,41.17
1860.0,190.19999999999982,2320.9,152.2,0,81.37283653846153,42.2
1870.0,169.0999999999999,2151.8,162.2,0,47.40909090909091,35.28
1880.0,108.40000000000009,2043.4,172.2,0,79.1919696969697,33.5
1890.0,257.5,1785.9,101.6,0,48.362023809523805,27.9
1900.0,-400.7999999999997,2186.7,111.6,0,75.99490717615717,33.13
1910.0,-373.9000000000001,2560.6,121.6,0,67.30333062770563,38.8
1920.0,-545.2000000000003,3105.8,131.6,0,94.88114593739594,45.67
1930.0,70.0,3035.8,141.6,0,23.216944444444444,44.0
1940.0,-88.0,3123.8,151.6,0,100.53622523310024,46.62
1950.0,343.7000000000003,2780.1,124.8,0,80.82320512820513,40.88
1960.0,132.9000000000001,2647.2,134.8,0,82.06875,43.4
1970.0,116.79999999999973,2530.4,144.8,0,72.84833333333333,42.89
1980.0,-37.69999999999982,2568.1,154.8,0,75.75863095238094,42.1
1990.0,-302.8000000000002,2870.9,164.8,0,49.81136363636364,50.37
2000.0,-419.5,3290.4,174.8,0,93.14018065268066,56.73
2010.0,-405.2999999999997,3695.7,184.8,0,39.51378205128205,61.6
2020.0,347.1999999999998,3348.5,194.8,0,98.24749999999999,56.75
2030.0,840.0999999999999,2508.4,150.6,0,75.41715229215231,39.82
2040.0,150.70000000000027,2357.7,160.6,0,76.03221153846154,41.36
2050.0,-339.5,2697.2,170.6,0,29.093333333333334,44.95
2060.0,-337.2000000000003,3034.4,180.6,0,86.09535256410255,51.43
2070.0,269.5,2764.9,190.6,0,0.0,45.33
2080.0,159.0999999999999,2605.8,200.6,0,84.69299242424242,45.72
2090.0,544.3000000000002,2061.5,206.5,0,24.79147727272727,32.72
2100.0,-351.8000000000002,2413.3,216.5,0,78.65241008991009,37.13
2110.0,-145.39999999999964,2558.7,226.5,0,53.67390873015873,40.61
2120.0,-55.5,2614.2,236.5,0,88.58125000000001,45.07
2130.0,-312.10000000000036,2926.3,246.5,0,74.11928571428571,48.77
2140.0,43.100000000000364,2883.2,256.5,0,87.83482142857142,53.39
2150.0,-204.10000000000036,3087.3,266.5,0,38.95599206349206,58.25
2160.0,-9.899999999999636,3097.2,276.5,0,90.79892399267399,60.73
2170.0,845.5999999999999,2251.6,281.7,0,49.20625,48.95
2180.0,-115.59999999999991,2367.2,291.7,0,75.15128205128205,44.66
2190.0,-311.7000000000003,2678.9,301.7,0,62.056402243589744,44.65
2200.0,51.20000000000027,2627.7,311.7,0,83.31695283882783,46.92
2210.0,503.5999999999999,2124.1,193.8,0,56.35593434343434,40.85
2220.0,-122.09999999999991,2246.2,203.8,0,73.8838141025641,42.38
2230.0,353.7999999999997,1892.4,189.9,0,55.86564685314685,31.54
2240.0,-344.2999999999997,2236.7,199.9,0,74.84161255411254,36.08
2250.0,-367.3000000000002,2604.0,209.9,0,64.67835664335664,41.33
2260.0,180.30000000000018,2423.7,219.9,0,82.2341040903541,42.52
2270.0,286.7999999999997,2136.9,177.9,0,42.66155594405595,33.39
2280.0,240.20000000000005,1896.7,187.9,0,77.09527777777778,30.59
2290.0,111.5,1785.2,102.3,0,64.62772727272727,27.05
2300.0,42.90000000000009,1742.3,112.3,0,69.99916666666667,26.4
2310.0,-172.9000000000001,1915.2,122.3,0,37.65478896103896,30.89
2320.0,49.100000000000136,1866.1,102.2,0,67.1205808080808,30.1
2330.0,89.89999999999986,1776.2,112.2,0,35.021098901098895,32.29
2340.0,-33.299999999999955,1809.5,122.2,0,65.09806776556776,34.14
2350.0,413.5999999999999,1395.9,76.0,0,39.44201388888889,29.7
2360.0,263.5,1132.4,82.5,0,61.15385101010101,20.59
2370.0,-51.299999999999955,1183.7,61.9,0,55.06017857142857,21.14
2380.0,-194.20000000000005,1377.9,71.9,0,61.064010989010995,24.61
2390.0,-68.39999999999986,1446.3,80.5,0,26.55625,26.3
2400.0,-56.5,1502.8,67.8,0,63.00110805860807,28.35
2410.0,-76.60000000000014,1579.4,72.7,0,41.38527777777779,27.71
2420.0,-219.29999999999995,1798.7,82.7,0,67.87323593073593,31.01
2430.0,40.200000000000045,1758.5,92.0,0,62.942992424242426,31.97
2440.0,-178.0,1936.5,102.0,0,67.24122377622378,33.97
2450.0,-351.4000000000001,2287.9,112.0,0,43.66136363636364,40.14
2460.0,181.20000000000027,2106.7,102.0,0,75.40276078088579,39.75
2470.0,-396.4000000000001,2503.1,112.0,0,45.41731254856255,41.72
2480.0,133.0,2370.1,122.0,0,88.3633207070707,43.89
2490.0,-384.9000000000001,2755.0,132.0,0,54.576284965034965,45.92
2500.0,33.40000000000009,2721.6,142.0,0,83.94662004662004,48.6
2510.0,-303.0999999999999,3024.7,152.0,0,61.230087412587416,54.01
2520.0,337.89999999999964,2686.8,162.0,0,82.7553205128205,49.76
2530.0,-264.2999999999997,2951.1,172.0,0,34.75089285714286,50.02
2540.0,251.9000000000001,2699.2,182.0,0,83.2786858974359,49.99
2550.0,-294.0,2993.2,192.0,0,21.24301948051948,49.89
2560.0,461.1999999999998,2532.0,190.0,0,84.14489510489511,46.89
2570.0,-206.4000000000001,2738.4,200.0,0,63.373878205128214,44.17
2580.0,-477.7999999999997,3216.2,210.0,0,91.10358974358974,50.25
2590.0,-252.4000000000001,3468.6,220.0,0,74.04546703296703,56.86
2600.0,-362.0,3830.6,230.0,0,101.77451923076924,62.8
2610.0,-357.2000000000003,4187.8,240.0,0,39.98119047619048,68.65
2620.0,-389.8000000000002,4577.6,250.0,0,109.6778205128205,71.53
2630.0,-379.2999999999993,4956.9,260.0,0,50.97738095238094,81.26
2640.0,852.7999999999993,4104.1,270.0,0,106.47482142857142,69.56
2650.0,-241.19999999999982,4345.3,280.0,0,44.777499999999996,64.86
2660.0,-190.30000000000018,4535.6,290.0,0,110.17580128205127,74.35
2670.0,-449.2999999999993,4984.9,300.0,0,66.97045454545454,81.72
2680.0,399.39999999999964,4585.5,310.0,0,119.87517482517482,75.17
2690.0,1079.1999999999998,3506.3,262.4,0,45.758333333333326,57.48
2700.0,1365.1000000000004,2141.2,207.5,0,78.05909722222222,35.69
2710.0,412.1999999999998,1729.0,217.5,0,12.950833333333332,28.82
2720.0,-5.599999999999909,1734.6,227.5,0,69.56892094017094,27.1
2730.0,-117.20000000000005,1851.8,237.5,0,24.094123931623933,26.45
2740.0,293.5999999999999,1558.2,70.6,0,63.61065972222222,22.26
2750.0,-92.20000000000005,1650.4,63.8,0,47.18122502497502,25.01
2760.0,-446.5,2096.9,73.8,0,67.60080128205128,32.76
2770.0,-189.0999999999999,2286.0,83.8,0,52.03609307359307,36.87
2780.0,40.19999999999982,2245.8,93.8,0,73.08347069597069,38.72
2790.0,-331.7999999999997,2577.6,103.8,0,30.984740259740263,39.66
2800.0,-308.5999999999999,2886.2,113.8,0,76.77224025974026,50.64
2810.0,-452.0,3338.2,123.8,0,55.62486263736265,51.36
2820.0,407.0,2931.2,133.8,0,79.92708333333333,48.85
2830.0,410.5999999999999,2520.6,140.9,0,44.69909673659673,40.01
2840.0,750.3999999999999,1770.2,135.4,0,70.79545697358198,31.61
2850.0,-115.70000000000005,1885.9,145.4,0,20.03125,29.01
2860.0,-164.19999999999982,2050.1,155.4,0,66.02583333333332,32.54
2870.0,-107.90000000000009,2158.0,165.4,0,31.27102272727273,34.25
2880.0,391.0,1767.0,172.4,0,72.77473290598292,28.05
2890.0,-175.29999999999995,1942.3,182.4,0,59.72734477124183,28.99
2900.0,-200.79999999999995,2143.1,192.4,0,82.51443722943722,36.95
2910.0,302.39999999999986,1840.7,160.9,0,48.16057900432901,30.68
2920.0,43.90000000000009,1796.8,170.9,0,76.40176282051283,29.95
2930.0,-227.5,2024.3,180.9,0,49.61849206349206,33.74
2940.0,211.29999999999995,1813.0,115.8,0,74.41512820512821,33.57
2950.0,-81.70000000000005,1894.7,125.8,0,61.971519607843135,28.71
2960.0,-392.79999999999995,2287.5,135.8,0,81.57059451985923,35.74
2970.0,-6.5,2294.0,145.8,0,52.480357142857144,34.24
2980.0,-470.3000000000002,2764.3,155.8,0,88.839333460657,43.19
2990.0,-458.89999999999964,3223.2,165.8,0,39.540625000000006,50.36
3000.0,257.39999999999964,2965.8,175.8,0,90.20781788472966,45.63
3010.0,-22.5,2988.3,185.8,0,80.94079861111112,44.6
3020.0,-503.6999999999998,3492.0,195.8,0,101.05379901960785,55.43
3030.0,-87.30000000000018,3579.3,205.8,0,68.8235119047619,56.81
3040.0,-9.799999999999727,3589.1,215.8,0,106.47404188948306,61.88
3050.0,-332.0999999999999,3921.2,225.8,0,46.719270833333326,70.02
3060.0,598.7999999999997,3322.4,151.9,0,112.31354166666667,62.69
3070.0,155.0,3167.4,161.9,0,91.61383928571429,54.61
3080.0,710.2000000000003,2457.2,171.9,0,99.26989087301587,44.68
3090.0,526.8999999999999,1930.3,176.7,0,54.989788961038954,33.86
3100.0,169.39999999999986,1760.9,186.7,0,75.30432692307693,35.22
3110.0,115.10000000000014,1645.8,196.7,0,56.79615800865801,32.27
3120.0,-132.60000000000014,1778.4,206.7,0,74.84886363636365,39.52
3130.0,331.20000000000005,1447.2,179.8,0,42.93375,29.53
3140.0,289.4000000000001,1157.8,72.5,0,69.29880952380952,25.17
3150.0,15.899999999999864,1141.9,82.5,0,25.642083333333336,21.96
3160.0,-268.5999999999999,1410.5,92.5,0,71.59526515151515,28.79
3170.0,-364.5,1775.0,102.5,0,49.86958333333333,31.7
3180.0,-448.5,2223.5,112.5,0,88.72541375291374,41.18
3190.0,-403.6999999999998,2627.2,122.5,0,55.33273809523809,42.37
3200.0,35.899999999999636,2591.3,132.5,0,95.59227647352648,49.83
3210.0,-288.39999999999964,2879.7,142.5,0,53.29107142857143,48.81
3220.0,380.39999999999964,2499.3,149.3,0,93.4768648018648,48.06
3230.0,-72.0,2571.3,159.3,0,47.828273809523814,48.52
3240.0,-401.7999999999997,2973.1,169.3,0,100.15189102564102,59.46
3250.0,-197.4000000000001,3170.5,179.3,0,48.51309523809524,57.65
3260.0,184.19999999999982,2986.3,189.3,0,100.24227855477855,63.54
3270.0,-272.0999999999999,3258.4,199.3,0,49.66321428571429,61.48
3280.0,-327.5999999999999,3586.0,209.3,0,109.47788461538462,68.96
3290.0,17.699999999999818,3568.3,219.3,0,60.01071428571428,64.88
3300.0,-403.2999999999997,3971.6,229.3,0,118.55157051282052,77.87
3310.0,-396.2999999999997,4367.9,239.3,0,65.01242063492063,76.63
3320.0,734.5999999999995,3633.3,225.0,0,111.20458333333333,66.06
3330.0,502.7000000000003,3130.6,235.0,0,25.30625,55.9
3340.0,56.40000000000009,3074.2,245.0,0,99.73551282051281,60.28
3350.0,-226.60000000000036,3300.8,255.0,0,16.316666666666666,66.02
3360.0,-385.1999999999998,3686.0,265.0,0,113.42380952380952,70.88
3370.0,224.0999999999999,3461.9,275.0,0,25.135416666666668,73.66
3380.0,-359.7999999999997,3821.7,285.0,0,112.99916666666667,76.43
3390.0,44.69999999999982,3777.0,295.0,0,13.729166666666666,80.36
3400.0,1206.5,2570.5,261.2,0,92.71102272727273,53.55
3410.0,-109.69999999999982,2680.2,271.2,0,16.425,51.54
3420.0,-218.60000000000036,2898.8,281.2,0,90.91544871794872,55.75
3430.0,-306.5,3205.3,291.2,0,34.59261904761905,62.85
3440.0,551.2000000000003,2654.1,298.0,0,92.37470238095239,51.04
3450.0,367.5,2286.6,308.0,0,43.76708333333333,44.84
3460.0,866.8999999999999,1419.7,103.9,0,74.57159090909092,28.39
3470.0,-139.39999999999986,1559.1,113.9,0,42.864583333333336,27.84
3480.0,86.19999999999982,1472.9,123.9,0,70.09022435897435,28.33
3490.0,-55.59999999999991,1528.5,133.9,0,36.41291666666667,31.84
3500.0,111.20000000000005,1417.3,88.4,0,70.54626068376068,29.53
3510.0,-97.70000000000005,1515.0,98.4,0,61.30244047619048,28.58
3520.0,-196.79999999999995,1711.8,108.4,0,73.72208333333333,34.24
3530.0,-135.10000000000014,1846.9,118.4,0,27.183333333333337,39.3
3540.0,-371.6999999999998,2218.6,128.4,0,79.43398268398269,43.5
3550.0,-237.0999999999999,2455.7,138.4,0,41.26634615384616,49.11
3560.0,-415.7000000000003,2871.4,148.4,0,88.95907738095238,54.18
3570.0,341.9000000000001,2529.5,158.4,0,45.82634615384616,52.7
3580.0,-51.59999999999991,2581.1,168.4,0,87.08464285714285,54.92
3590.0,-257.0999999999999,2838.2,178.4,0,36.73173076923077,61.7
3600.0,-180.80000000000018,3019.0,188.4,0,93.24642857142857,62.9
3610.0,-343.1999999999998,3362.2,198.4,0,0.0,80.05
