step_time,reward,all_wait,max_wait,emergy_wait,all_wait_per_lane_ave,stop_time,ave_wait
10.0,349.2,5.8,2.0,0,0.0,2,0.53
20.0,-23.2,19.0,12.0,0,0.0,1,1.36
30.0,-54.2,74.4,10.8,0,11.6,6,3.72
40.0,-85.19999999999999,150.2,20.2,0,5.125,5,7.91
50.0,-131.2,271.4,30.2,0,17.391666666666666,14,10.86
60.0,-163.60000000000002,425.0,40.2,0,0.0,13,16.35
70.0,-42.8,458.0,50.0,0,28.906666666666666,14,15.27
80.0,27.0,440.0,41.0,0,0.0,11,15.71
90.0,21.400000000000013,417.2,42.4,0,26.490000000000002,12,13.91
100.0,51.59999999999997,367.8,40.2,0,0.0,10,15.32
110.0,-2.799999999999976,370.2,40.6,0,18.816666666666666,10,13.71
120.0,-52.19999999999999,412.4,50.6,0,0.0,10,17.18
130.0,-34.60000000000001,437.2,60.4,0,39.05833333333334,15,15.08
140.0,79.0,386.2,32.4,0,0.0,10,14.85
150.0,-119.60000000000002,495.8,42.4,0,9.35,15,15.99
160.0,-84.60000000000002,572.6,50.2,0,11.075,9,19.09
170.0,30.800000000000068,531.8,60.2,0,11.235714285714284,17,18.34
180.0,19.799999999999955,521.0,51.2,0,0.0,8,18.61
190.0,71.80000000000001,439.2,61.2,0,29.974999999999998,16,16.27
200.0,79.39999999999998,370.6,50.4,0,0.0,9,14.25
210.0,60.80000000000002,319.0,41.2,0,16.06666666666667,13,11.81
220.0,-16.000000000000007,343.8,32.4,0,20.458333333333336,7,14.32
230.0,-23.0,358.8,40.4,0,28.075,12,12.81
240.0,-60.19999999999999,409.0,50.4,0,12.641666666666667,6,16.36
250.0,80.39999999999998,338.6,40.4,0,30.970833333333335,13,12.09
260.0,-44.19999999999999,372.8,50.4,0,13.533333333333331,9,15.53
270.0,44.0,336.8,42.4,0,25.65083333333333,12,12.03
280.0,2.2000000000000313,344.4,32.6,0,0.0,7,13.25
290.0,-47.80000000000001,382.2,42.6,0,29.770000000000003,15,13.65
300.0,-61.40000000000001,435.0,51.2,0,11.45,8,16.11
310.0,52.19999999999998,393.6,40.4,0,25.395833333333336,13,14.06
