step_time,reward,all_wait,max_wait,emergy_wait,all_wait_per_lane_ave,stop_time,ave_wait
10.0,692.2,7.4,2.0,0,1.45,3,0.92
20.0,-46.60000000000001,44.2,11.8,0,0.0,0,2.76
30.0,-92.2,126.4,21.8,0,16.166666666666668,6,6.65
40.0,-45.19999999999999,161.6,31.8,0,0.0,5,8.51
50.0,-142.4,294.0,41.8,0,24.833333333333336,15,12.78
60.0,-181.8,465.8,51.8,0,13.462500000000002,12,16.64
70.0,-34.39999999999998,490.2,61.8,0,30.846666666666668,13,18.16
80.0,-36.80000000000001,517.0,71.8,0,7.95,8,18.46
90.0,137.20000000000002,411.2,40.4,0,38.395833333333336,15,13.71
100.0,-15.0,425.2,41.4,0,0.0,11,15.19
110.0,-10.800000000000033,435.6,41.8,0,28.21666666666667,11,15.56
120.0,-44.99999999999996,471.4,51.0,0,25.09166666666667,12,16.84
130.0,-6.600000000000001,486.4,42.6,0,38.69,16,15.2
140.0,-42.00000000000004,518.6,52.4,0,0.0,10,17.29
150.0,35.200000000000045,493.4,42.4,0,38.026666666666664,11,16.45
160.0,12.599999999999987,473.2,50.0,0,16.904166666666665,12,17.53
170.0,-21.600000000000023,484.8,60.0,0,43.46666666666667,11,16.16
180.0,60.6,433.8,50.4,0,11.616666666666667,11,15.49
190.0,44.6,397.8,41.8,0,15.317499999999999,12,14.73
200.0,-1.4000000000000057,402.8,38.2,0,0.0,10,14.39
210.0,-6.599999999999994,406.8,40.8,0,37.69583333333333,14,14.53
220.0,-24.39999999999997,431.4,40.6,0,10.45,13,15.41
230.0,-46.000000000000036,475.8,42.2,0,24.995833333333334,13,15.86
240.0,-27.20000000000001,494.6,50.6,0,14.658333333333335,11,16.49
250.0,22.000000000000014,480.8,42.4,0,32.601666666666674,16,15.51
260.0,-62.999999999999964,534.4,51.8,0,14.333333333333336,10,17.81
270.0,-61.200000000000045,585.6,61.8,0,41.975,17,18.89
280.0,-12.599999999999959,599.4,60.6,0,0.0,12,19.98
290.0,80.2,528.4,51.4,0,33.56666666666666,11,17.05
300.0,148.0,381.4,50.4,0,10.016666666666666,11,14.67
310.0,27.599999999999987,362.2,42.0,0,29.720000000000002,12,12.94
320.0,-12.000000000000014,366.0,50.2,0,14.283333333333333,7,14.08
330.0,-19.0,375.0,60.2,0,18.441666666666666,16,13.89
340.0,48.40000000000001,346.2,40.6,0,0.0,8,13.32
350.0,34.000000000000014,321.4,31.4,0,21.329166666666666,10,11.9
360.0,-54.80000000000001,367.2,40.4,0,9.033333333333333,10,14.12
370.0,-2.6000000000000156,370.0,40.2,0,27.378333333333334,14,13.21
380.0,-11.800000000000011,371.8,50.2,0,15.766666666666667,7,14.3
390.0,81.60000000000002,309.2,31.2,0,24.329166666666666,12,11.89
400.0,-51.400000000000034,350.6,41.2,0,0.0,9,13.48
410.0,43.000000000000036,318.2,30.6,0,23.495833333333334,10,12.24
420.0,-4.40000000000002,320.8,32.4,0,0.0,10,12.34
430.0,-83.80000000000001,394.6,42.4,0,34.555,15,13.61
440.0,-177.60000000000002,562.2,52.4,0,15.258333333333333,15,19.39
450.0,5.000000000000021,559.6,50.0,0,34.95166666666667,15,18.65
460.0,-0.6000000000000227,550.2,60.0,0,0.0,12,19.65
470.0,-12.0,552.2,70.0,0,23.1625,12,20.45
480.0,129.80000000000007,442.2,50.2,0,0.0,8,15.79
490.0,-49.399999999999984,491.4,50.4,0,27.43333333333333,17,16.94
500.0,-26.799999999999976,516.8,51.8,0,0.0,9,17.23
510.0,34.19999999999995,492.0,42.4,0,37.090833333333336,15,16.4
520.0,-85.79999999999995,567.8,52.4,0,11.9375,14,18.93
530.0,-18.40000000000007,590.6,48.0,0,42.80166666666666,16,17.37
540.0,3.3999999999999773,577.2,58.0,0,0.0,14,19.24
550.0,18.00000000000002,566.6,50.6,0,37.391666666666666,9,18.89
560.0,151.00000000000003,415.2,51.0,0,10.466666666666667,10,15.97
