step_time,reward,all_wait,max_wait,emergy_wait,all_wait_per_lane_ave,stop_time,ave_wait
10.0,2378.0,6.2,2.0,0,0.0,1,0.56
20.0,-49.0,45.2,12.0,0,0.0,0,3.01
30.0,-82.8,119.0,21.0,0,5.966666666666667,11,5.95
40.0,-69.8,189.0,20.8,0,0.0,6,9.45
50.0,-158.39999999999998,337.4,30.8,0,23.845,15,12.05
60.0,-203.39999999999998,530.8,40.8,0,12.425,15,17.69
70.0,-231.20000000000005,752.0,50.8,0,25.711904761904762,21,21.49
80.0,-97.0,839.0,60.8,0,0.0,15,24.68
90.0,-209.20000000000005,1038.2,70.8,0,17.564999999999998,24,27.32
100.0,39.600000000000094,996.8,72.6,0,20.771428571428572,14,24.92
110.0,-139.00000000000006,1128.0,80.4,0,41.658928571428575,28,26.86
120.0,-390.0,1508.0,90.4,0,0.0,28,32.78
130.0,-30.60000000000008,1537.4,91.6,0,33.077777777777776,31,31.38
140.0,-139.0,1666.4,101.6,0,0.0,29,36.23
150.0,-242.5999999999999,1899.0,111.6,0,0.0,36,39.56
160.0,-14.0,1903.0,121.6,0,0.0,22,41.37
170.0,-254.5999999999999,2147.6,131.6,0,49.766666666666666,37,42.11
180.0,-399.8000000000002,2537.4,141.6,0,0.0,35,49.75
190.0,-418.7999999999997,2946.2,151.6,0,64.16069347319348,51,49.1
200.0,-339.0,3275.2,161.6,0,32.948076923076925,42,54.59
210.0,78.59999999999991,3186.6,171.6,0,91.29027777777777,34,54.01
220.0,265.7999999999997,2910.8,181.6,0,7.95,27,55.98
230.0,-302.0,3202.8,191.6,0,39.12923076923076,41,59.31
240.0,-58.399999999999636,3251.2,201.6,0,0.0,30,65.02
250.0,-104.20000000000027,3345.4,211.6,0,22.041071428571428,32,66.91
260.0,477.20000000000016,2879.6,200.2,0,42.38579545454545,23,55.38
270.0,267.9999999999999,2622.0,189.8,0,35.99583333333332,44,44.44
280.0,325.5999999999999,2294.4,191.8,0,22.706249999999997,27,42.49
290.0,288.0000000000001,2007.8,190.4,0,32.56071428571428,31,32.38
300.0,190.19999999999996,1836.0,172.0,0,0.0,34,32.21
310.0,-20.799999999999955,1846.8,182.0,0,32.761538461538464,37,30.78
320.0,-60.40000000000009,1897.2,192.0,0,17.433333333333334,31,34.49
330.0,71.39999999999995,1885.4,132.4,0,34.38227272727273,32,31.96
340.0,230.4000000000002,1686.6,100.8,0,0.0,28,28.11
350.0,93.19999999999995,1602.8,91.4,0,44.44711538461539,36,24.28
360.0,173.60000000000002,1429.8,90.8,0,21.6875,32,27.5
370.0,-288.79999999999995,1708.6,100.8,0,59.85636363636363,31,29.98
380.0,-72.40000000000009,1771.0,110.8,0,0.0,37,30.02
390.0,148.0,1639.0,94.8,0,56.53214285714286,35,30.35
400.0,-8.0,1637.0,104.8,0,0.0,37,29.76
410.0,-165.79999999999995,1792.8,114.8,0,42.202838827838825,31,32.01
420.0,167.80000000000004,1659.6,80.2,0,17.691666666666666,24,32.54
430.0,505.79999999999984,1153.4,80.6,0,33.806250000000006,26,21.36
440.0,-111.2,1261.4,83.8,0,0.0,25,22.93
450.0,-92.2,1347.4,90.0,0,46.33018939393939,29,24.5
460.0,-229.79999999999995,1567.2,100.0,0,0.0,32,29.02
470.0,-257.20000000000005,1814.4,110.0,0,38.28901515151515,43,32.4
480.0,-331.7999999999997,2136.2,120.0,0,0.0,36,39.56
490.0,-383.8000000000002,2510.0,130.0,0,57.928547008547,42,43.28
500.0,-78.0,2578.0,140.0,0,0.0,30,43.69
510.0,-285.8000000000002,2853.8,150.0,0,71.98484848484848,43,45.3
520.0,-12.199999999999818,2856.0,160.0,0,0.0,27,48.41
530.0,-340.1999999999998,3186.2,170.0,0,72.8829761904762,43,50.57
540.0,270.5999999999996,2924.8,160.8,0,0.0,35,46.43
550.0,281.4000000000003,2643.6,160.6,0,29.47083333333333,43,38.88
560.0,-209.20000000000027,2842.8,170.6,0,0.0,40,44.42
570.0,-44.79999999999973,2877.6,180.6,0,47.23002136752136,38,44.96
580.0,339.4000000000001,2528.2,190.6,0,0.0,27,47.7
590.0,410.3999999999998,2126.0,182.4,0,39.04999999999999,26,40.11
600.0,950.8000000000001,1266.8,90.8,0,35.07722222222222,25,25.34
610.0,-314.4000000000001,1571.2,100.8,0,15.423484848484849,42,23.81
620.0,-39.40000000000005,1609.4,102.0,0,0.0,34,28.74
630.0,-289.79999999999995,1889.2,112.0,0,56.541724941724944,45,30.97
640.0,-397.79999999999995,2277.0,122.0,0,38.750974025974024,42,37.33
650.0,-522.4000000000001,2789.4,132.0,0,70.59369047619049,48,44.28
660.0,-350.4000000000001,3129.8,142.0,0,0.0,48,46.71
670.0,-13.799999999999812,3163.0,122.6,0,53.95681818181818,42,47.92
680.0,75.40000000000009,3077.6,132.6,0,17.276923076923076,33,46.63
