step_time,reward,all_wait,max_wait,emergy_wait,all_wait_per_lane_ave,stop_time,ave_wait
10.0,2903.4,12.6,2.4,0,2.35,5,1.4
20.0,-75.4,78.0,12.4,0,13.524999999999999,0,4.88
30.0,-47.39999999999999,115.6,22.2,0,13.991666666666667,7,6.42
40.0,-105.6,211.2,32.2,0,0.0,6,9.6
50.0,-161.60000000000002,362.8,42.2,0,14.991666666666667,14,14.51
60.0,-47.19999999999996,401.4,50.8,0,14.733333333333333,6,15.44
70.0,-24.600000000000023,416.0,60.8,0,36.15,16,16.64
80.0,-210.39999999999998,616.4,70.8,0,13.7375,14,20.55
90.0,-35.80000000000007,642.2,80.8,0,40.542500000000004,20,20.72
100.0,-223.5999999999999,855.8,90.8,0,0.0,18,25.17
110.0,-293.4000000000001,1139.2,100.8,0,36.08916666666667,25,31.64
120.0,-99.20000000000005,1228.4,110.8,0,0.0,16,30.71
130.0,-72.0,1290.4,120.8,0,53.777976190476195,24,31.47
140.0,218.80000000000018,1101.6,90.8,0,0.0,16,28.25
150.0,91.39999999999986,1020.2,80.8,0,56.86416666666667,20,25.51
160.0,45.40000000000009,964.8,90.8,0,0.0,20,26.8
170.0,-297.0,1251.8,100.8,0,52.15642857142858,26,32.1
180.0,-130.20000000000005,1372.0,110.8,0,28.338095238095242,21,34.3
190.0,-219.0,1581.0,120.8,0,30.947222222222223,28,39.52
200.0,209.00000000000009,1400.6,92.2,0,7.8,17,35.02
210.0,217.0,1193.6,82.2,0,35.125757575757575,23,27.13
220.0,-110.80000000000004,1295.8,90.8,0,45.36333333333333,26,30.85
230.0,0.9999999999999005,1295.2,90.4,0,46.25901515151514,29,27.56
240.0,-207.5999999999999,1492.8,100.4,0,22.16333333333333,27,34.72
250.0,-100.40000000000009,1583.2,110.4,0,61.56931818181818,32,35.18
260.0,182.2000000000001,1410.8,100.6,0,24.74444444444444,18,32.06
270.0,133.19999999999987,1297.4,80.8,0,27.003333333333334,26,28.83
280.0,-138.19999999999982,1425.6,90.8,0,12.658333333333335,26,33.15
290.0,-324.60000000000014,1740.2,100.8,0,27.426785714285714,35,38.67
300.0,-138.5999999999999,1868.8,110.8,0,0.0,22,39.76
310.0,-255.60000000000014,2114.4,120.8,0,55.584702797202794,33,41.46
320.0,98.99999999999999,2005.4,130.8,0,27.619999999999997,25,39.32
330.0,-19.999999999999858,2025.8,130.4,0,30.152142857142863,40,34.93
340.0,-83.00000000000023,2098.8,140.4,0,20.32261904761905,35,36.82
350.0,-219.0,2307.8,150.4,0,29.149615384615387,36,43.54
360.0,8.0,2289.8,160.4,0,0.0,24,40.89
370.0,-316.5999999999999,2596.4,170.4,0,51.88333333333334,43,45.55
380.0,-66.19999999999982,2652.6,180.4,0,0.0,31,47.37
390.0,-306.4000000000001,2949.0,190.4,0,55.16,35,49.15
400.0,-394.0,3333.0,200.4,0,26.44642857142857,41,54.64
410.0,314.5999999999998,3026.8,192.0,0,20.66111111111111,34,49.62
420.0,1152.4,1961.4,105.0,0,0.0,28,35.02
430.0,-319.1999999999998,2270.6,115.0,0,39.93195970695972,43,34.93
440.0,-137.20000000000027,2397.8,125.0,0,52.045833333333334,35,34.75
450.0,-11.799999999999812,2413.0,121.6,0,52.95961538461539,39,37.12
460.0,398.20000000000005,2016.8,119.6,0,0.0,30,31.51
470.0,-41.39999999999996,2055.6,122.2,0,65.25947552447553,38,30.68
480.0,-64.40000000000008,2110.0,132.2,0,16.50769230769231,35,31.97
490.0,212.39999999999995,1909.2,120.6,0,44.62068181818181,41,29.37
500.0,48.80000000000004,1863.0,118.0,0,38.77916666666667,29,29.11
510.0,78.59999999999995,1780.2,122.2,0,61.33766317016317,34,24.72
520.0,-82.20000000000003,1852.4,132.2,0,19.454166666666666,37,27.65
530.0,-130.39999999999986,1972.8,142.2,0,61.046882284382285,45,30.35
540.0,83.19999999999999,1929.8,102.0,0,0.0,33,30.63
550.0,-100.0,2019.8,112.0,0,41.67884615384615,42,30.6
560.0,-53.00000000000023,2062.8,122.0,0,0.0,23,33.27
570.0,77.20000000000027,1975.6,132.0,0,61.24536630036629,34,30.87
580.0,184.99999999999994,1819.8,102.8,0,33.779545454545456,26,28.43
590.0,71.00000000000004,1761.6,90.0,0,58.41166666666666,40,25.53
600.0,-215.20000000000005,1966.8,100.0,0,12.254166666666666,42,30.73
610.0,-119.59999999999987,2078.2,108.2,0,46.20287878787879,40,31.97
620.0,42.99999999999977,2025.2,118.2,0,0.0,35,31.64
630.0,-94.60000000000012,2109.8,128.2,0,51.339175824175825,35,31.03
640.0,104.80000000000018,1995.0,138.2,0,47.3349358974359,27,34.4
650.0,10.400000000000034,1987.8,135.0,0,54.79226190476191,35,34.87
660.0,-27.799999999999955,2005.6,145.0,0,0.0,36,33.43
670.0,-200.0,2195.6,155.0,0,71.66666666666666,37,36.59
680.0,-267.5999999999999,2453.2,165.0,0,0.0,39,41.58
690.0,-135.20000000000027,2578.4,175.0,0,47.22630494505494,36,46.04
700.0,-295.1999999999998,2863.6,185.0,0,30.4125,38,51.14
710.0,195.7999999999999,2699.0,153.8,0,36.9525,34,49.07
720.0,984.8,1757.4,110.6,0,0.0,21,33.16
730.0,-88.79999999999995,1836.2,120.6,0,18.172727272727272,35,30.1
740.0,69.40000000000009,1781.8,105.6,0,20.924999999999997,27,29.21
750.0,-37.0,1808.8,115.6,0,43.086363636363636,31,30.66
760.0,64.79999999999995,1748.0,111.6,0,0.0,29,30.14
770.0,-247.4000000000001,1985.4,121.6,0,35.351818181818174,33,36.77
780.0,-291.5999999999999,2267.0,131.6,0,0.0,31,46.27
790.0,-80.0,2337.0,141.6,0,76.34,27,45.82
800.0,347.80000000000007,1998.6,132.2,0,17.803333333333335,23,41.64
810.0,271.9999999999998,1728.4,130.4,0,44.91891025641026,30,32.61
820.0,265.40000000000015,1481.8,111.6,0,14.920833333333334,22,30.24
830.0,-119.79999999999995,1591.6,121.6,0,50.52685897435898,34,30.61
840.0,-316.8000000000002,1898.4,131.6,0,24.955384615384617,39,33.31
850.0,58.8,1859.4,111.8,0,61.0689393939394,32,33.2
860.0,-317.5999999999999,2167.0,121.8,0,0.0,40,36.12
870.0,-103.19999999999983,2260.2,131.8,0,42.14757575757576,47,34.77
880.0,21.199999999999818,2229.0,141.8,0,0.0,39,37.15
890.0,99.60000000000001,2148.0,123.2,0,60.30833333333333,36,37.03
900.0,-182.80000000000018,2320.8,133.2,0,14.632142857142858,39,35.7
910.0,-504.39999999999964,2815.2,143.2,0,66.44372294372295,50,43.99
920.0,204.19999999999982,2601.0,153.2,0,24.588888888888892,31,44.08
930.0,21.40000000000009,2569.6,163.2,0,46.25192307692308,49,40.79
940.0,183.5999999999999,2417.0,132.2,0,18.5,29,41.67
950.0,365.60000000000014,2061.2,122.4,0,59.43368298368298,27,34.35
960.0,-51.19999999999999,2106.2,128.6,0,33.7173076923077,35,33.43
970.0,-427.60000000000036,2523.8,138.6,0,43.51141025641025,49,39.43
980.0,43.60000000000028,2477.6,141.2,0,22.322727272727274,25,42.72
990.0,-9.400000000000091,2477.0,151.2,0,45.83397435897436,44,39.32
1000.0,297.4,2195.0,135.8,0,0.0,30,36.58
1010.0,204.59999999999997,1993.2,133.0,0,54.3852564102564,34,30.2
1020.0,9.0,1974.2,143.0,0,15.545833333333336,37,31.34
1030.0,-17.0,1981.2,153.0,0,52.18929487179487,42,29.14
1040.0,-252.20000000000005,2223.4,163.0,0,15.02,47,30.88
1050.0,-69.59999999999991,2283.0,173.0,0,43.57987179487179,40,33.57
1060.0,186.4000000000001,2086.6,183.0,0,0.0,30,35.37
1070.0,-249.0,2325.6,193.0,0,10.094444444444445,41,38.12
1080.0,336.79999999999984,2036.2,145.6,0,13.541666666666668,25,37.02
1090.0,113.60000000000014,1912.6,155.6,0,24.916666666666668,31,34.15
1100.0,53.399999999999864,1849.2,165.6,0,38.75416666666666,31,35.56
1110.0,-111.20000000000005,1950.4,175.6,0,29.97692307692307,36,39.01
1120.0,-171.0,2111.4,185.6,0,29.12214285714285,28,43.09
1130.0,-286.5999999999999,2388.0,195.6,0,32.849999999999994,32,46.82
1140.0,4.400000000000091,2373.6,205.6,0,30.49464285714285,25,49.45
1150.0,-235.5999999999999,2599.2,215.6,0,0.0,36,51.98
1160.0,-186.20000000000027,2775.4,225.6,0,0.0,30,57.82
1170.0,461.0000000000001,2310.0,230.0,0,24.057142857142857,22,52.5
1180.0,47.40000000000009,2252.6,240.0,0,36.679761904761904,31,42.5
1190.0,103.40000000000009,2139.2,250.0,0,29.19642857142857,28,41.95
1200.0,-122.20000000000027,2251.4,260.0,0,0.0,32,44.15
1210.0,-419.1999999999998,2660.6,270.0,0,8.987499999999999,41,49.27
1220.0,681.6000000000001,2069.2,179.8,0,0.0,23,41.38
1230.0,589.1999999999998,1470.0,189.8,0,36.57388888888889,28,28.82
1240.0,97.80000000000007,1412.8,149.2,0,10.112500000000002,29,24.79
1250.0,-299.0,1701.8,159.2,0,19.566883116883115,45,30.94
1260.0,54.200000000000045,1637.6,169.2,0,16.619230769230768,28,31.49
1270.0,-92.0,1719.6,179.2,0,21.877272727272725,29,30.17
1280.0,385.5999999999999,1401.0,112.2,0,0.0,26,26.94
1290.0,-90.20000000000005,1481.2,122.2,0,49.35125,29,26.93
1300.0,-248.5999999999999,1719.8,132.2,0,7.542857142857143,34,28.66
1310.0,-316.20000000000005,2026.0,142.2,0,63.665454545454544,36,33.21
1320.0,223.6,1814.0,130.6,0,12.51153846153846,34,29.26
1330.0,-27.200000000000102,1841.4,130.4,0,57.59916666666667,51,28.33
1340.0,44.0,1816.4,111.4,0,15.829166666666666,38,27.52
1350.0,-258.5999999999999,2065.0,121.4,0,36.692499999999995,48,32.27
1360.0,-129.4000000000001,2184.4,131.4,0,0.0,34,37.02
1370.0,-59.19999999999982,2233.6,141.4,0,40.95641025641026,36,36.62
1380.0,243.4,2009.6,122.0,0,0.0,33,32.41
1390.0,-166.0,2165.6,132.0,0,52.81934523809523,38,32.81
1400.0,-166.80000000000018,2322.4,142.0,0,31.214285714285715,38,37.46
1410.0,-96.7999999999999,2431.0,130.2,0,37.338541666666664,34,37.98
1420.0,438.6,1995.8,126.8,0,13.266666666666666,32,32.19
1430.0,741.8,1248.8,132.0,0,27.70576923076923,29,22.3
1440.0,-57.40000000000015,1306.4,131.8,0,0.0,23,20.74
1450.0,-63.59999999999985,1394.8,107.0,0,35.85570512820513,40,19.65
1460.0,32.79999999999991,1397.2,71.8,0,0.0,39,21.17
1470.0,-65.4,1456.2,78.2,0,27.730623543123542,38,21.41
1480.0,-30.399999999999864,1476.6,88.2,0,0.0,27,23.44
1490.0,-138.80000000000018,1605.4,98.2,0,28.962820512820514,42,23.96
1500.0,-142.0,1737.4,108.2,0,0.0,32,28.48
1510.0,153.0000000000001,1609.0,83.6,0,38.802534965034965,35,24.38
1520.0,-95.99999999999996,1712.8,75.8,0,0.0,32,26.35
1530.0,-56.40000000000009,1759.2,85.8,0,42.18666666666667,42,27.92
1540.0,-302.39999999999986,2051.6,95.8,0,17.631818181818183,38,34.77
1550.0,-370.8000000000002,2412.4,105.8,0,73.9129224941725,41,40.21
1560.0,-27.59999999999991,2430.0,115.8,0,20.494642857142857,34,41.19
1570.0,126.39999999999999,2297.0,122.4,0,54.20822649572649,32,40.3
1580.0,50.0,2237.0,132.4,0,21.553846153846152,39,37.28
1590.0,-308.5999999999999,2535.6,142.4,0,55.353205128205126,41,40.25
1600.0,-97.80000000000018,2623.4,152.4,0,0.0,29,46.02
1610.0,-40.40000000000009,2653.8,162.4,0,24.444999999999997,41,45.76
1620.0,56.600000000000364,2587.2,172.4,0,27.245454545454546,21,47.04
1630.0,294.7999999999997,2282.4,182.4,0,52.522222222222226,36,40.76
1640.0,179.4000000000001,2093.0,192.4,0,18.9,33,36.09
1650.0,-23.0,2106.0,202.4,0,45.965,35,35.69
1660.0,297.0,1839.0,172.4,0,42.885,27,32.84
1670.0,-57.0,1886.0,182.4,0,53.78357142857143,31,30.92
1680.0,-154.79999999999995,2030.8,192.4,0,0.0,37,35.63
1690.0,38.0,1982.8,202.4,0,33.45888888888889,33,35.41
1700.0,179.19999999999987,1886.4,119.6,0,0.0,34,30.92
1710.0,-285.0,2161.4,129.6,0,31.033035714285717,45,35.43
1720.0,-52.40000000000009,2203.8,139.6,0,0.0,30,37.35
1730.0,29.40000000000009,2164.4,149.6,0,37.94916666666667,36,40.08
1740.0,-28.59999999999991,2183.0,159.6,0,22.17,21,42.8
1750.0,-146.0000000000001,2377.4,111.2,0,48.64423076923077,43,38.97
1760.0,-313.7999999999997,2681.2,121.2,0,0.0,37,47.04
1770.0,-146.60000000000036,2817.8,131.2,0,34.6547619047619,40,42.06
1780.0,407.8000000000002,2400.0,141.2,0,0.0,28,39.34
1790.0,-254.5999999999999,2644.6,151.2,0,39.12300366300366,35,40.07
1800.0,-388.5999999999999,3023.2,161.2,0,17.504166666666663,36,43.19
1810.0,189.5999999999999,2843.6,151.2,0,61.73712121212121,36,43.75
1820.0,1026.9999999999998,1852.2,115.6,0,0.0,36,30.87
1830.0,-103.0,1945.2,125.6,0,64.93030303030304,36,29.47
1840.0,-101.0,2036.2,135.6,0,0.0,38,34.51
1850.0,-243.39999999999986,2269.6,145.6,0,40.120571095571094,32,37.83
1860.0,16.199999999999818,2243.4,155.6,0,0.0,35,38.68
1870.0,106.8,2191.4,100.8,0,44.14621212121212,35,34.24
1880.0,139.0,2042.4,110.8,0,0.0,31,34.04
1890.0,-107.59999999999991,2140.0,120.8,0,49.456872294372296,43,33.44
1900.0,174.2000000000001,1972.6,114.0,0,24.804166666666667,34,31.82
1910.0,113.59999999999991,1849.0,124.0,0,40.07211538461539,41,27.6
1920.0,-105.79999999999995,1944.8,134.0,0,0.0,35,30.39
1930.0,167.8,1778.8,132.2,0,41.702243589743595,40,27.37
1940.0,-29.600000000000136,1798.4,142.2,0,36.12656926406926,34,26.84
1950.0,-28.999999999999886,1817.8,151.8,0,46.51962121212121,37,27.54
1960.0,-140.4000000000001,1948.2,161.8,0,36.93525974025974,41,27.83
1970.0,-437.39999999999986,2375.6,171.8,0,66.26645188145187,55,34.43
1980.0,-91.60000000000016,2528.4,110.6,0,53.05530303030302,38,38.9
1990.0,118.0,2400.4,120.6,0,50.338167388167385,42,36.37
2000.0,78.40000000000009,2345.0,97.6,0,18.165384615384614,31,33.99
2010.0,141.7999999999998,2193.8,107.0,0,68.70422494172495,46,32.74
2020.0,517.2,1692.4,91.2,0,24.64,32,28.68
2030.0,-77.79999999999995,1765.2,96.2,0,49.377413419913424,41,28.02
2040.0,-159.79999999999995,1915.0,106.2,0,0.0,33,33.02
2050.0,-213.19999999999982,2118.2,116.2,0,63.70343711843712,43,35.3
2060.0,-104.20000000000027,2212.4,126.2,0,0.0,32,38.81
2070.0,-185.5999999999999,2388.0,136.2,0,44.43068181818181,38,41.89
2080.0,-1.4000000000000057,2394.0,131.6,0,21.179545454545455,31,44.33
2090.0,303.5999999999999,2114.4,107.6,0,47.06130952380953,32,34.66
2100.0,-195.4000000000001,2299.8,117.6,0,0.0,43,37.09
2110.0,-401.5999999999999,2691.4,127.6,0,49.34924242424242,46,41.41
2120.0,-37.40000000000009,2718.8,137.6,0,0.0,30,45.31
2130.0,319.8000000000002,2393.0,143.6,0,53.5020979020979,32,38.6
2140.0,938.4000000000001,1485.8,112.4,0,11.096428571428572,25,27.51
2150.0,-61.39999999999995,1559.6,100.0,0,38.33223776223777,32,22.94
2160.0,29.199999999999818,1520.4,110.0,0,15.995833333333334,39,23.76
2170.0,-126.59999999999987,1674.8,82.2,0,60.02160005027652,31,25.0
2180.0,-36.0,1700.8,92.2,0,20.989772727272726,31,27.43
2190.0,47.0,1643.8,102.2,0,46.153888888888886,31,27.4
2200.0,-67.60000000000014,1701.4,112.2,0,0.0,28,26.58
2210.0,-240.0,1931.4,122.2,0,31.98777777777778,38,30.66
2220.0,-144.5999999999999,2066.0,132.2,0,17.694444444444446,37,33.87
2230.0,-199.5999999999999,2255.6,142.2,0,52.80587606837607,36,36.98
2240.0,-257.2000000000003,2502.8,152.2,0,0.0,40,41.03
2250.0,198.80000000000007,2336.4,119.8,0,70.44340909090909,39,37.68
2260.0,718.6000000000001,1647.0,90.6,0,45.766666666666666,30,27.92
2270.0,-49.0,1686.0,100.6,0,64.26875,36,27.19
2280.0,-264.79999999999995,1940.8,110.6,0,0.0,31,31.82
2290.0,37.59999999999991,1911.2,102.6,0,45.07440476190476,39,29.86
2300.0,-189.20000000000005,2090.4,112.6,0,40.746212121212125,31,35.43
2310.0,-361.5999999999999,2442.0,122.6,0,58.49346153846154,50,39.39
2320.0,168.60000000000008,2283.6,112.4,0,28.07888888888889,33,38.71
2330.0,38.39999999999992,2246.0,111.6,0,43.7475,35,34.03
2340.0,78.00000000000017,2167.2,112.4,0,27.011111111111113,37,32.35
2350.0,158.39999999999986,1998.8,122.4,0,67.12848484848485,39,30.75
2360.0,-75.20000000000005,2064.0,132.4,0,0.0,38,36.86
2370.0,-354.4000000000001,2408.4,142.4,0,44.941923076923075,42,40.14
2380.0,-467.4000000000001,2865.8,152.4,0,35.22902097902098,38,50.28
2390.0,-382.5999999999999,3238.4,162.4,0,50.1040959040959,43,53.97
2400.0,148.4000000000001,3080.0,172.4,0,24.01666666666667,32,52.2
2410.0,472.20000000000005,2638.0,142.2,0,55.87689393939394,34,42.55
